Tissue	ENSG	ENSPcanon	cMDT	RNAseqAliquotID	GTExMDT	TotalRelevantGTExSamples	GTExMDTmedianEnrichment	Pvalue	Qvalue	NumberOfGTExMDT	cMDTenrichment	GTExMDTmedianRelExpression	cMDTrelExpression	TotalNumberOfSTRINGint	cMDTnumberOfUniqMissedInt	NumberOfCommonMissedInt	Pfam1	Domain1	Region1	Pfam2	Domain2	ENSPcanon2	StringScore	DIMAscore	ENSG2	GeneName1	GeneName2	STRINGintN1	STRINGdensityScore1	STRINGdensityRank1	STRINGintN2	STRINGdensityScore2	STRINGdensityRank2
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000261479	999	1	ENSG00000100902	PSMB5	PSMA6	126	29731988.1918	0.911067193675889	134	29952344.1384	0.912145167085879
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000262193	999	1	ENSG00000008018	PSMB5	PSMB1	126	29731988.1918	0.911067193675889	129	29839601.9566	0.911426518145886
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000270586	999	1	ENSG00000142507	PSMB5	PSMB6	126	29731988.1918	0.911067193675889	124	29638714.2303	0.910438375853396
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000271308	999	1	ENSG00000143106	PSMB5	PSMA5	126	29731988.1918	0.911067193675889	132	29889467.1274	0.911875673733381
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000290541	999	1	ENSG00000159377	PSMB5	PSMB4	126	29731988.1918	0.911067193675889	129	29837759.6123	0.911336687028387
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000311121	999	1	ENSG00000154611	PSMB5	PSMA8	126	29731988.1918	0.911067193675889	118	27921509.1294	0.905138339920949
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000351314	999	1	ENSG00000205220	PSMB5	PSMB10	126	29731988.1918	0.911067193675889	121	28807856.3666	0.90801293568092
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000359910	999	1	ENSG00000101182	PSMB5	PSMA7	126	29731988.1918	0.911067193675889	140	30573389.2225	0.913223140495868
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000362334	999	1	ENSG00000126067	PSMB5	PSMB2	126	29731988.1918	0.911067193675889	132	30028209.0236	0.912324829320877
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000363993	928	1	ENSG00000240065	PSMB5	PSMB9	126	29731988.1918	0.911067193675889	21	4112362.3933	0.770122170319799
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000386212	907	1	ENSG00000222028	PSMB5	PSMB11	126	29731988.1918	0.911067193675889	115	27802922.5499	0.904779015450952
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000414359	999	1	ENSG00000129084	PSMB5	PSMA1	126	29731988.1918	0.911067193675889	130	29846276.4450	0.911516349263385
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000455744	999	1	ENSG00000256646	PSMB5	PSMA2	126	29731988.1918	0.911067193675889	30	6334312.9447	0.809917355371901
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000457299	927	1	ENSG00000256206	PSMB5	PSMA1	126	29731988.1918	0.911067193675889	34	7786327.7480	0.827703916636723
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000463376	934	1	ENSG00000261884	PSMB5	CTC-479C5.12	126	29731988.1918	0.911067193675889	15	2984001.4455	0.726733740567733
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243449	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	3.352	0.289	0.517	28	28	0	PF00227	Proteasome	56-238	PF11919	DUF3437	ENSP00000384211	964	1	ENSG00000068878	PSMB5	PSME4	126	29731988.1918	0.911067193675889	117	27896913.0061	0.90504850880345
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000157812	999	1	ENSG00000013275	PSMB5	PSMC4	126	29731988.1918	0.911067193675889	132	30088871.9395	0.912504491555875
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000261303	999	1	ENSG00000100764	PSMB5	PSMC1	126	29731988.1918	0.911067193675889	130	29256688.9963	0.909450233560905
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000292644	999	1	ENSG00000161057	PSMB5	PSMC2	126	29731988.1918	0.911067193675889	130	29580869.0595	0.910258713618397
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000298852	999	1	ENSG00000165916	PSMB5	PSMC3	126	29731988.1918	0.911067193675889	132	29306116.2933	0.909629895795904
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000310572	999	1	ENSG00000087191	PSMB5	PSMC5	126	29731988.1918	0.911067193675889	135	29727398.8001	0.91097736255839
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000360621	900	1	ENSG00000085840	PSMB5	ORC1	126	29731988.1918	0.911067193675889	100	19428357.3355	0.891663672296083
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000401802	998	1	ENSG00000100519	PSMB5	PSMC6	126	29731988.1918	0.911067193675889	128	29195219.2654	0.909180740208408
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000044462	999	1	ENSG00000041357	PSMB5	PSMA4	126	29731988.1918	0.911067193675889	128	29758769.8600	0.911157024793388
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000216455	999	1	ENSG00000100567	PSMB5	PSMA3	126	29731988.1918	0.911067193675889	137	30377626.2298	0.91295364714337
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000223321	999	1	ENSG00000106588	PSMB5	PSMA2	126	29731988.1918	0.911067193675889	54	11640621.1261	0.862648221343874
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000225426	999	1	ENSG00000108294	PSMB5	PSMB3	126	29731988.1918	0.911067193675889	125	29667094.3599	0.910618038088394
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000259457	999	1	ENSG00000136930	PSMB5	PSMB7	126	29731988.1918	0.911067193675889	124	29620054.1058	0.910348544735897
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000261479	999	1	ENSG00000100902	PSMB5	PSMA6	126	29731988.1918	0.911067193675889	134	29952344.1384	0.912145167085879
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000262193	999	1	ENSG00000008018	PSMB5	PSMB1	126	29731988.1918	0.911067193675889	129	29839601.9566	0.911426518145886
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000270586	999	1	ENSG00000142507	PSMB5	PSMB6	126	29731988.1918	0.911067193675889	124	29638714.2303	0.910438375853396
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000271308	999	1	ENSG00000143106	PSMB5	PSMA5	126	29731988.1918	0.911067193675889	132	29889467.1274	0.911875673733381
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000290541	999	1	ENSG00000159377	PSMB5	PSMB4	126	29731988.1918	0.911067193675889	129	29837759.6123	0.911336687028387
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000311121	999	1	ENSG00000154611	PSMB5	PSMA8	126	29731988.1918	0.911067193675889	118	27921509.1294	0.905138339920949
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000351314	999	1	ENSG00000205220	PSMB5	PSMB10	126	29731988.1918	0.911067193675889	121	28807856.3666	0.90801293568092
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000359910	999	1	ENSG00000101182	PSMB5	PSMA7	126	29731988.1918	0.911067193675889	140	30573389.2225	0.913223140495868
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000362334	999	1	ENSG00000126067	PSMB5	PSMB2	126	29731988.1918	0.911067193675889	132	30028209.0236	0.912324829320877
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000363993	928	1	ENSG00000240065	PSMB5	PSMB9	126	29731988.1918	0.911067193675889	21	4112362.3933	0.770122170319799
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000386212	907	1	ENSG00000222028	PSMB5	PSMB11	126	29731988.1918	0.911067193675889	115	27802922.5499	0.904779015450952
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000414359	999	1	ENSG00000129084	PSMB5	PSMA1	126	29731988.1918	0.911067193675889	130	29846276.4450	0.911516349263385
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000455744	999	1	ENSG00000256646	PSMB5	PSMA2	126	29731988.1918	0.911067193675889	30	6334312.9447	0.809917355371901
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000457299	927	1	ENSG00000256206	PSMB5	PSMA1	126	29731988.1918	0.911067193675889	34	7786327.7480	0.827703916636723
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000463376	934	1	ENSG00000261884	PSMB5	CTC-479C5.12	126	29731988.1918	0.911067193675889	15	2984001.4455	0.726733740567733
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243470	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.904	0.289	0.596	28	28	0	PF00227	Proteasome	56-238	PF11919	DUF3437	ENSP00000384211	964	1	ENSG00000068878	PSMB5	PSME4	126	29731988.1918	0.911067193675889	117	27896913.0061	0.90504850880345
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000157812	999	1	ENSG00000013275	PSMB5	PSMC4	126	29731988.1918	0.911067193675889	132	30088871.9395	0.912504491555875
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000261303	999	1	ENSG00000100764	PSMB5	PSMC1	126	29731988.1918	0.911067193675889	130	29256688.9963	0.909450233560905
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000292644	999	1	ENSG00000161057	PSMB5	PSMC2	126	29731988.1918	0.911067193675889	130	29580869.0595	0.910258713618397
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000298852	999	1	ENSG00000165916	PSMB5	PSMC3	126	29731988.1918	0.911067193675889	132	29306116.2933	0.909629895795904
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000310572	999	1	ENSG00000087191	PSMB5	PSMC5	126	29731988.1918	0.911067193675889	135	29727398.8001	0.91097736255839
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000360621	900	1	ENSG00000085840	PSMB5	ORC1	126	29731988.1918	0.911067193675889	100	19428357.3355	0.891663672296083
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00004	AAA	ENSP00000401802	998	1	ENSG00000100519	PSMB5	PSMC6	126	29731988.1918	0.911067193675889	128	29195219.2654	0.909180740208408
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000044462	999	1	ENSG00000041357	PSMB5	PSMA4	126	29731988.1918	0.911067193675889	128	29758769.8600	0.911157024793388
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000216455	999	1	ENSG00000100567	PSMB5	PSMA3	126	29731988.1918	0.911067193675889	137	30377626.2298	0.91295364714337
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000223321	999	1	ENSG00000106588	PSMB5	PSMA2	126	29731988.1918	0.911067193675889	54	11640621.1261	0.862648221343874
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000225426	999	1	ENSG00000108294	PSMB5	PSMB3	126	29731988.1918	0.911067193675889	125	29667094.3599	0.910618038088394
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000259457	999	1	ENSG00000136930	PSMB5	PSMB7	126	29731988.1918	0.911067193675889	124	29620054.1058	0.910348544735897
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000261479	999	1	ENSG00000100902	PSMB5	PSMA6	126	29731988.1918	0.911067193675889	134	29952344.1384	0.912145167085879
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000262193	999	1	ENSG00000008018	PSMB5	PSMB1	126	29731988.1918	0.911067193675889	129	29839601.9566	0.911426518145886
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000270586	999	1	ENSG00000142507	PSMB5	PSMB6	126	29731988.1918	0.911067193675889	124	29638714.2303	0.910438375853396
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000271308	999	1	ENSG00000143106	PSMB5	PSMA5	126	29731988.1918	0.911067193675889	132	29889467.1274	0.911875673733381
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000290541	999	1	ENSG00000159377	PSMB5	PSMB4	126	29731988.1918	0.911067193675889	129	29837759.6123	0.911336687028387
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000311121	999	1	ENSG00000154611	PSMB5	PSMA8	126	29731988.1918	0.911067193675889	118	27921509.1294	0.905138339920949
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000351314	999	1	ENSG00000205220	PSMB5	PSMB10	126	29731988.1918	0.911067193675889	121	28807856.3666	0.90801293568092
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000359910	999	1	ENSG00000101182	PSMB5	PSMA7	126	29731988.1918	0.911067193675889	140	30573389.2225	0.913223140495868
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000362334	999	1	ENSG00000126067	PSMB5	PSMB2	126	29731988.1918	0.911067193675889	132	30028209.0236	0.912324829320877
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000363993	928	1	ENSG00000240065	PSMB5	PSMB9	126	29731988.1918	0.911067193675889	21	4112362.3933	0.770122170319799
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000386212	907	1	ENSG00000222028	PSMB5	PSMB11	126	29731988.1918	0.911067193675889	115	27802922.5499	0.904779015450952
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000414359	999	1	ENSG00000129084	PSMB5	PSMA1	126	29731988.1918	0.911067193675889	130	29846276.4450	0.911516349263385
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000455744	999	1	ENSG00000256646	PSMB5	PSMA2	126	29731988.1918	0.911067193675889	30	6334312.9447	0.809917355371901
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000457299	927	1	ENSG00000256206	PSMB5	PSMA1	126	29731988.1918	0.911067193675889	34	7786327.7480	0.827703916636723
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF00227	Proteasome	ENSP00000463376	934	1	ENSG00000261884	PSMB5	CTC-479C5.12	126	29731988.1918	0.911067193675889	15	2984001.4455	0.726733740567733
Alzheimer	ENSG00000100804	ENSP00000355325	ENST00000493471	SRR19243476	ENST00000361611:4	8	2.959	7.812e-03	7.812e-03	4	2.295	0.289	0.574	28	28	0	PF00227	Proteasome	56-238	PF11919	DUF3437	ENSP00000384211	964	1	ENSG00000068878	PSMB5	PSME4	126	29731988.1918	0.911067193675889	117	27896913.0061	0.90504850880345
Alzheimer	ENSG00000100934	ENSP00000306881	ENST00000536508	SRR19243463	ENST00000548032:4	8	2.527	7.812e-03	7.812e-03	4	2.179	0.035	0.395	6	-1	-1	-	-	-	-	-	-	-	-	-	SEC23A	-	25	2121532.8973	0.678135106000719	0	0	0
Alzheimer	ENSG00000100934	ENSP00000306881	ENST00000545328	SRR19243446	ENST00000548032:4	8	2.527	7.812e-03	7.812e-03	4	2.289	0.158	0.414	6	-1	-1	-	-	-	-	-	-	-	-	-	SEC23A	-	25	2121532.8973	0.678135106000719	0	0	0
Alzheimer	ENSG00000100979	ENSP00000361508	ENST00000420868	SRR19243472	ENST00000372431:8	8	7.786	7.812e-03	7.812e-03	8	3.365	0.000	0.663	0	-1	-1	-	-	-	-	-	-	-	-	-	PLTP	-	3	140901.1014	0.291322314049587	0	0	0
